strain_name,strain_slug,strain_category,strain_popularity,strain_aliases,strain_id,condition_add_adhd_votes,condition_alzheimers_votes,condition_anorexia_votes,condition_anxiety_votes,condition_arthritis_votes,condition_asthma_votes,condition_bipolar_disorder_votes,condition_cachexia_votes,condition_cancer_votes,condition_crohns_disease_votes,condition_epilepsy_votes,condition_fibromyalgia_votes,condition_gastrointestinal_disorder_votes,condition_glaucoma_votes,condition_hiv_aids_votes,condition_hypertension_votes,condition_migraines_votes,condition_multiple_sclerosis_votes,condition_muscular_dystrophy_votes,condition_parkinsons_votes,condition_phantom_limb_pain_votes,condition_pms_votes,condition_ptsd_votes,condition_spinal_cord_injury_votes,condition_tinnitus_votes,condition_tourettes_syndrome_votes,effect_aroused_votes,effect_creative_votes,effect_energetic_votes,effect_euphoric_votes,effect_focused_votes,effect_giggly_votes,effect_happy_votes,effect_hungry_votes,effect_relaxed_votes,effect_sleepy_votes,effect_talkative_votes,effect_tingly_votes,effect_uplifted_votes,flavor_ammonia_votes,flavor_apple_votes,flavor_apricot_votes,flavor_berry_votes,flavor_blue_cheese_votes,flavor_blueberry_votes,flavor_butter_votes,flavor_cheese_votes,flavor_chemical_votes,flavor_chestnut_votes,flavor_citrus_votes,flavor_coffee_votes,flavor_diesel_votes,flavor_earthy_votes,flavor_flowery_votes,flavor_grape_votes,flavor_grapefruit_votes,flavor_honey_votes,flavor_lavender_votes,flavor_lemon_votes,flavor_lime_votes,flavor_mango_votes,flavor_menthol_votes,flavor_mint_votes,flavor_nutty_votes,flavor_orange_votes,flavor_peach_votes,flavor_pear_votes,flavor_pepper_votes,flavor_pine_votes,flavor_pineapple_votes,flavor_plum_votes,flavor_pungent_votes,flavor_rose_votes,flavor_sage_votes,flavor_skunk_votes,flavor_spicy_herbal_votes,flavor_strawberry_votes,flavor_sweet_votes,flavor_tar_votes,flavor_tea_votes,flavor_tobacco_votes,flavor_tree_fruit_votes,flavor_tropical_votes,flavor_vanilla_votes,flavor_violet_votes,flavor_woody_votes,negative_anxious_votes,negative_dizzy_votes,negative_dry_eyes_votes,negative_dry_mouth_votes,negative_headache_votes,negative_paranoid_votes,review_total_condition_votes,review_total_effect_votes,review_total_flavor_votes,review_total_negative_votes,review_total_symptom_votes,symptom_cramps_votes,symptom_depression_votes,symptom_eye_pressure_votes,symptom_fatigue_votes,symptom_headaches_votes,symptom_inflammation_votes,symptom_insomnia_votes,symptom_lack_of_appetite_votes,symptom_muscle_spasms_votes,symptom_nausea_votes,symptom_pain_votes,symptom_seizures_votes,symptom_spasticity_votes,symptom_stress_votes
blue zombie,blue-zombie,Indica,0.0028637563765480977,,236528,0,0,0,3,3,0,1,0,3,1,0,1,3,0,1,1,1,1,1,1,2,0,1,0,1,0,3,0,0,5,1,2,4,7,6,4,3,0,1,0,0,0,5,0,0,0,0,0,0,3,4,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,3,0,0,2,0,0,1,0,0,0,0,2,2,1,3,4,0,2,7,10,8,4,8,4,4,0,0,1,1,7,4,5,3,8,0,1,4
blackberry bubble,blackberry-bubble,Indica,0.0009766567989383686,"BLACKBERRYBUBBA,BLUEBERRYBUBBLEGUM",236656,2,0,0,8,0,1,2,0,2,0,0,1,0,0,0,1,5,1,1,0,0,4,2,0,1,0,2,3,3,11,3,1,10,3,13,4,1,2,4,0,0,0,11,0,6,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,1,5,0,0,0,0,1,0,0,1,1,0,2,0,0,0,10,15,14,3,13,1,6,1,1,2,3,5,3,5,3,11,0,0,7
bubbas bitch,bubbas-bitch,Indica,0.0011256383445391366,,236720,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
cherry pie kush,cherry-pie-kush,Hybrid,0.0038266185879308394,"CHERRYAKXPURPLEKUSH,CHERRYPIEKUSH,CHERRYPIEKUSHBREATH2CP,CHERRYPIEKUSHBREATH1OG",236784,1,0,1,3,2,1,1,0,1,0,1,1,0,1,0,1,2,0,1,0,0,2,2,0,0,0,3,3,4,7,2,5,8,1,6,5,7,4,7,0,0,0,2,0,1,0,0,0,0,0,0,1,3,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,3,0,0,0,0,1,0,1,1,2,1,1,2,0,1,5,14,7,5,7,1,3,0,2,2,1,1,2,2,0,4,0,1,5
frida,frida,Indica,0.0006069618524475736,,236943,1,0,0,10,4,0,1,0,0,1,0,4,0,0,0,1,3,0,0,0,0,2,2,0,1,0,2,5,1,3,1,0,5,1,12,3,0,2,3,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,14,16,9,3,15,1,5,0,2,2,6,3,1,2,2,9,1,0,9
do si dos,do-si-dos,Indica,0.3898102140644097,"DOSIDO,DOSIDOS4,DOSIDOS,DOSIDO13,DOSIDO22",236975,35,5,13,120,33,15,28,2,5,6,7,17,20,2,2,13,27,7,8,3,5,21,45,12,5,2,50,86,29,237,80,80,231,125,377,183,43,76,158,2,2,1,35,2,6,6,3,4,5,43,4,23,107,51,15,0,3,12,12,9,2,4,12,14,4,1,2,19,45,1,3,64,3,7,19,12,1,89,1,5,2,10,6,14,6,24,10,34,54,91,4,12,153,420,214,130,194,25,88,14,26,45,51,96,61,40,39,102,11,8,137
pink cookies,pink-cookies,Hybrid,0.03559279481102794,"MILKCOOKIES,PLATINUMCOOKIES,TROPICANACOOKIES2521,CANUKCOOKIES,PAKACOOKIES",237039,1,0,0,9,2,0,1,0,0,0,1,3,1,0,0,0,3,0,0,1,0,3,3,0,1,0,11,11,8,39,11,15,42,18,49,22,13,27,26,0,0,0,6,0,2,1,1,0,0,5,1,4,22,5,0,0,0,0,2,1,0,0,2,2,1,0,0,7,6,0,0,15,0,1,5,8,0,14,0,0,0,1,1,3,0,6,4,2,13,25,0,2,13,64,35,33,28,3,16,0,4,5,5,14,10,4,5,12,0,4,15
blueberry pancakes,blueberry-pancakes,Hybrid,0.00864092964484455,BLUEBERRYPANCAKES,237200,4,0,3,16,6,1,3,0,2,2,0,2,3,0,1,1,6,3,3,0,2,3,10,1,1,0,6,9,2,17,11,6,24,6,33,7,4,5,16,0,0,0,8,0,23,5,0,0,0,3,0,2,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,3,0,16,0,0,0,0,1,5,0,1,0,0,5,6,0,0,21,35,28,7,26,6,13,1,5,7,9,5,9,8,8,18,0,1,19
sour cookies,sour-cookies,Hybrid,0.02747605949329721,"SUPERCOOKIES,SOURCOOKIES,SEATTLESOURCOOKIES",237264,3,0,1,15,4,0,3,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,5,0,1,0,18,31,21,40,24,24,51,21,55,13,36,23,46,1,0,0,4,0,1,3,3,2,1,8,0,22,12,3,2,1,2,1,3,3,1,2,1,3,0,0,0,2,7,0,0,13,0,0,9,0,0,14,0,2,1,1,2,2,0,7,8,2,15,25,1,7,18,79,43,34,37,2,22,1,7,5,9,4,8,5,9,22,3,1,22
cookie dough,cookie-dough,Hybrid,0.03555968780089444,COOKIEDOUGH,237265,2,0,0,11,1,3,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,2,1,0,10,19,11,28,20,17,31,22,41,16,11,13,25,0,1,1,4,3,2,1,1,2,0,2,1,0,16,4,2,1,1,0,6,0,1,0,4,2,3,0,0,5,4,0,1,10,2,0,3,1,0,15,0,0,1,1,0,4,0,3,1,5,12,14,1,2,15,48,30,19,21,2,11,5,5,5,3,5,7,0,4,13,0,1,10
afghan widow,afghan-widow,Hybrid,0.001045629736716502,,237266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,1,0,1,1,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
alien bubba,alien-bubba,Indica,0.008387109233821018,"ALIENBUBBABERRY,FIREBUBBA",237295,5,0,0,17,8,0,3,0,0,1,0,7,5,0,0,4,3,2,1,0,0,1,13,4,2,0,5,10,1,27,6,9,22,12,44,23,4,10,15,1,0,0,5,0,1,0,0,2,0,3,1,6,17,5,3,1,0,1,0,0,0,0,0,2,1,0,1,1,1,1,0,4,0,0,1,1,1,7,0,5,1,0,1,0,0,6,1,3,4,15,2,0,23,47,25,19,28,2,13,2,7,3,4,15,6,5,4,17,1,1,23
white empress,white-empress,Indica,0.0005269532446249389,,237327,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,4,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
white strawberry,white-strawberry,Hybrid,0.0021933394213446413,"WHITESTRAWBERRYSKUNK,WHITESTRAWBERRY",237359,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,3,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,2
lem chem,lem-chem,Hybrid,0.006461384811055534,,237391,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,5,2,2,5,1,3,0,2,1,4,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,7,4,1,3,0,2,1,2,1,0,0,0,0,0,0,0,0,2
glue tech,glue-tech,Hybrid,0.0024361241623236706,GLUETECH2,237423,0,0,2,6,2,0,1,1,2,1,1,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,2,6,5,3,7,4,8,4,2,4,7,0,0,1,2,0,0,0,0,0,0,2,0,1,4,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,1,9,11,9,4,7,0,1,0,1,1,1,2,3,2,2,4,0,0,5
el chapo og,el-chapo-og,Indica,0.023541843122432484,,238418,8,0,2,20,10,1,6,0,2,0,2,6,3,2,0,6,5,2,3,1,1,5,9,4,1,1,5,10,0,18,10,7,32,12,41,27,2,12,16,1,0,0,1,0,0,0,1,2,0,7,1,4,19,8,1,1,0,0,5,0,0,0,1,0,0,1,0,0,9,1,1,11,0,2,4,5,0,4,2,0,0,1,0,0,2,7,1,3,13,14,3,1,26,51,32,22,29,4,13,4,6,3,10,15,9,7,4,20,2,3,23
hawaiian sunrise,hawaiian-sunrise,Hybrid,0.0006621402026700803,,238576,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,4,1,2,1,1,1,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,4,2,3,0,3,0,1,1,0,1,1,0,1,1,0,0,3
zoom pie,zoom-pie,Indica,0.002331285296900908,,238577,0,0,1,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,2,0,0,2,0,3,0,1,4,6,7,3,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,5,3,3,0,1,1,1,4,2,3,2,4,1,1,5
guptilla,guptilla,Hybrid,0.0039176628657979756,,238578,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,4,1,14,5,4,16,4,14,9,2,4,6,0,0,0,1,1,0,0,0,0,0,3,0,0,3,1,4,0,0,0,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,0,0,6,19,9,5,6,0,2,0,1,0,1,1,0,1,0,4,0,0,4
robert plant,robert-plant,Sativa,0.000502122987024811,,238607,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,3,3,2,3,0,1,0,1,1,0,1,1,0,1,0,0,0,0
crown royale,crown-royale,Indica,0.009658970206449798,CROWNROYAL,238608,5,0,0,16,5,0,2,0,0,0,0,0,2,1,0,3,3,1,0,0,0,2,4,2,1,0,8,8,2,14,8,6,19,12,25,15,5,5,11,0,0,0,9,0,6,0,0,0,0,3,0,2,6,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,4,2,2,0,1,0,8,0,0,0,0,2,0,1,0,0,1,3,9,0,0,17,30,19,11,19,3,8,0,4,4,4,10,6,8,7,16,2,1,12
blackberry chem og,blackberry-chem-og,Hybrid,0.0006042029349364483,BLACKBERRYCHEM,239602,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,5,3,1,4,1,4,1,4,3,3,0,0,1,3,0,0,0,0,2,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,1,3,8,4,3,3,0,3,0,0,0,0,0,0,1,0,2,0,0,3
chiquita banana,chiquita-banana,Hybrid,0.01644590728381812,,239669,1,0,1,4,1,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,2,0,0,0,4,9,7,16,3,8,21,3,18,7,3,2,13,0,0,0,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,2,5,0,0,0,0,0,3,5,0,2,6,24,11,8,11,0,6,0,0,3,1,5,4,1,2,8,1,1,9
narnia,narnia,Sativa,0.005035024457803736,,239728,7,0,2,15,4,1,8,0,2,0,0,1,4,0,1,2,3,0,0,0,0,5,12,0,0,0,18,46,43,45,31,20,52,9,25,6,28,18,46,0,0,1,1,0,0,0,0,0,0,17,0,2,11,8,0,1,1,0,4,2,2,0,2,0,1,1,0,5,12,0,0,3,2,0,4,9,0,16,0,0,0,0,2,1,1,4,3,4,6,13,2,3,22,72,29,20,37,1,28,1,13,3,4,4,6,6,9,13,0,1,27
cherry cookies,cherry-cookies,Hybrid,0.02421226007763594,"CHERRYCOOKIEST14,CHEMCOOKIES,SHERBERTCOOKIES,CHEM4XCOOKIE3,SHERBETCOOKIES,CHERRYCOOKIES",239761,3,0,1,13,2,0,1,1,2,0,1,2,1,1,0,1,1,0,1,0,0,0,5,1,0,0,6,15,14,22,19,12,35,6,29,4,11,6,31,0,0,0,11,0,1,1,0,1,0,2,0,1,12,5,0,0,1,1,2,1,0,0,0,0,1,1,0,1,3,1,0,4,3,1,0,0,2,13,1,0,0,5,1,1,0,2,2,1,1,7,0,0,14,42,24,10,14,3,11,1,1,2,0,2,2,3,4,7,0,2,6
strawberry mango haze,strawberry-mango-haze,Sativa,0.0016084489089860702,,239762,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,7,8,7,6,10,3,6,0,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,4,0,0,0,1,3,0,0,0,4,0,1,1,0,2,4,15,9,5,6,0,4,0,3,1,0,0,0,0,0,1,0,0,3
terminator og,terminator-og,Indica,0.0019146887527209824,"TERMINATOR,TERMINATOROG,TERMINATORKUSH",239763,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,3,1,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,8,3,4,6,1,1,0,0,0,0,5,2,0,0,2,1,0,5
the brotherhood,the-brotherhood,Hybrid,0.0005628191722695683,,239764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,5,2,4,0,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,7,4,4,4,1,1,0,1,0,0,0,0,0,0,1,0,0,3
six shooter,six-shooter,Hybrid,0.002201616173878017,SIXSHOOTER,239792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,0,2,0,1,2,0,0,1,0,0,1,0,0,2
sugar pine,sugar-pine,Hybrid,0.0030679162723713724,SUGAREE,240530,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,3,1,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,0,2,0,1,0,0,0,2,0,0,1,0,2,0,0,0
maui citrus punch,maui-citrus-punch,Sativa,0.0008856125210712325,,240531,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,3,1,5,0,2,1,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,1,0,2,1,2,0,0,3,6,6,4,3,0,0,0,0,0,1,0,0,1,0,1,0,0,3
legalized og,legalized-og,Hybrid,0.00024278474097902948,,240532,2,0,0,5,3,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,3,2,0,0,3,5,2,6,7,3,9,5,13,7,5,3,8,0,0,0,1,1,0,0,0,3,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,2,4,0,2,0,0,0,0,0,0,0,1,0,1,3,6,0,1,6,14,9,6,10,2,6,1,4,2,3,4,4,1,3,6,1,1,6
lemon og haze,lemon-og-haze,Hybrid,0.009948656545117958,,240656,6,0,1,8,2,2,3,0,1,0,2,0,1,3,0,3,2,1,3,0,1,0,5,1,0,0,6,15,15,23,18,6,15,5,26,5,9,6,20,1,0,1,1,0,0,0,0,2,1,18,0,2,8,3,0,0,1,0,27,2,0,0,0,0,0,1,0,0,3,0,1,6,0,0,2,0,0,8,0,0,0,1,4,0,1,0,3,1,5,8,1,3,12,34,31,12,24,2,12,3,10,5,4,7,8,5,3,11,2,1,15
queens panties,queens-panties,Hybrid,0.0003421057713795415,,240657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,1,2,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gorilla biscuit,gorilla-biscuit,Indica,0.005741307340651822,,240688,3,2,3,5,2,0,2,1,1,0,0,1,1,0,0,3,0,0,0,0,2,2,5,1,0,1,0,0,0,7,3,1,6,6,10,9,0,3,3,1,1,1,1,0,1,0,3,0,0,1,5,1,4,2,1,1,1,2,1,1,1,1,1,0,0,1,1,0,4,1,1,4,0,0,1,0,1,2,0,1,0,0,0,1,0,4,0,2,4,3,0,0,8,13,9,6,10,1,5,0,1,1,3,8,4,4,3,5,1,0,8
apple jack,apple-jack,Hybrid,0.044280626053561624,"SIMPLEJACK,APPLEJACK",240689,5,1,2,10,5,1,5,1,2,3,2,2,4,1,1,4,2,2,1,1,1,1,3,3,0,3,4,13,16,17,18,8,26,10,22,5,12,7,23,0,26,0,1,0,0,0,1,0,0,3,0,5,9,3,1,0,0,0,0,1,1,0,1,0,0,1,1,2,3,0,0,7,1,0,7,1,0,12,0,1,0,1,2,1,0,0,7,4,5,12,1,5,13,39,31,17,21,2,13,1,8,2,5,4,5,5,6,10,1,0,13
walter white,walter-white,Hybrid,0.009385837372848389,WALTERWHITE,240719,3,0,0,11,8,3,2,1,2,1,0,5,4,0,1,1,1,0,0,1,0,3,6,2,1,0,2,12,19,22,15,4,32,8,27,8,9,6,22,0,0,0,0,0,0,0,0,0,0,10,0,1,11,1,1,1,1,0,3,0,0,0,0,1,0,0,0,1,3,0,0,6,0,0,0,0,0,4,0,1,2,1,1,0,0,2,1,1,11,11,0,0,22,45,18,16,21,2,10,2,4,6,7,3,7,3,2,11,2,1,10
georgia pine,georgia-pine,Hybrid,0.010522511387432027,,240751,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,1,2,1,0,0,1,5,4,7,4,6,6,3,7,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,1,0,0,1,2,0,4,1,0,0,0,0,0,0,3,0,1,2,2,0,0,3,9,7,3,5,0,3,1,2,0,1,0,4,2,0,3,0,0,2
tina danza,tina-danza,Hybrid,0.001467744115918678,TINADANZA,240783,2,0,1,8,5,0,0,0,1,0,1,3,1,1,0,0,1,2,1,1,1,3,2,1,1,1,2,3,5,10,6,2,11,4,17,5,2,2,6,1,0,1,2,0,0,0,0,1,0,3,0,0,6,0,1,0,0,0,4,2,0,0,0,3,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,12,21,12,5,17,3,10,1,4,4,4,1,3,4,5,12,1,1,11
tuna kush,tuna-kush,Indica,0.019375877680633227,,241104,2,0,2,18,5,1,3,1,3,3,1,5,4,0,1,3,7,2,2,1,2,3,9,3,0,0,6,8,4,27,3,14,28,20,45,30,8,15,17,2,0,0,0,1,0,0,1,2,0,1,0,7,19,4,0,0,1,1,1,1,0,0,1,2,0,0,0,2,5,0,0,17,0,1,19,4,0,7,3,1,1,0,1,1,0,9,2,4,7,18,2,6,25,53,32,20,34,6,19,3,11,8,4,14,13,5,8,16,2,1,25
emperor cookie dough,emperor-cookie-dough,Hybrid,0.00255475761530206,,241199,4,0,1,9,3,1,3,0,0,1,0,2,2,0,0,2,2,1,1,0,1,0,6,1,3,0,5,4,2,12,6,4,11,3,15,3,4,6,13,0,0,0,1,1,0,2,1,1,1,6,0,2,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,6,0,1,0,0,1,2,0,1,0,1,1,6,0,0,11,17,14,7,13,2,8,2,4,4,4,5,4,4,4,7,1,1,11
kush rise,kush-rise,Hybrid,0.0006897293777813337,,241231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
magic jordan,magic-jordan,Hybrid,0.0022705891116561504,,241263,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
misty morning,misty-morning,Hybrid,0.0,,241264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,2
silver back,silver-back,Hybrid,0.002231964266500396,"SILVERLA,SILVERBACK",241295,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,2,3,6,1,2,3,1,3,2,4,1,4,0,0,0,0,0,0,0,0,1,0,2,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,2,1,0,3,7,6,4,6,1,5,0,1,0,0,2,3,0,2,3,0,0,3
silver nina,silver-nina,Hybrid,0.0006290331925365764,,241296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
